FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT
NWA330,F1-2,HEADING AH NINETY DEGREES SIX THOUSAND,6243.07,6245.44,L02F1-0932,FIRST PART OF TRANSMISSION BLOCKED BY F1 TRANSMITTING
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING ONE NINER ZERO,6245.48,6247.65,L02F1-0933,
NWA46,F1-2,RIGHT TO ONE NINETY NORTHWEST FORTY SIX,6247.79,6249.58,L02F1-0934,
F1-2,NWA330,NORTHWEST THREE THIRTY BOSTON APPROACH ROGER,6249.52,6251.41,L02F1-0935,
F1-2,USA1910,U S AIR NINETEEN TEN DESCEND AND MAINTAIN FOUR THOUSAND TURN LEFT HEADING     THREE FIVE ZERO,6252.71,6256.82,L02F1-0936,
USA1910,F1-2,THREE FIVE ZERO AND FOUR THOUSAND U S NINETEEN TEN WE (QUOTE RE,6256.89,6259.88,L02F1-0937,
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,6259.98,6264.31,L02F1-0938,
N308EL,F1-2,EIGHT ECHO LIMA THANK YOU,6265.0,6266.12,L02F1-0939,
F1-2,NWA330,NORTHWEST THREE THIRTY REDUCE SPEED TO ONE SEVEN ZERO,6275.61,6277.78,L02F1-0940,
NWA330,F1-2,ONE SEVENTY NORTHWEST THREE THIRTY,6278.71,6280.8,L02F1-0941,
F1-2,USA1910,U S NINETEEN TEN REDUCE SPEED TO ONE SEVEN ZERO,6292.89,6295.09,L02F1-0942,
USA1910,F1-2,ONE SEVEN ZERO U S NINETEEN TEN,6295.42,6297.23,L02F1-0943,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING TWO SIX ZERO INTERCEPT THE     LOCALIZER,6298.93,6302.0,L02F1-0944,
NWA46,F1-2,RIGHT TO TWO SIXTY INTERCEPT THE LOCALIZER NORTHWEST FORTY SIX,6302.29,6305.26,L02F1-0945,
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN TURN LEFT HEADING THREE FIVE ZERO REDUCE SPEED     TO TWO ONE ZERO,6305.3,6308.91,L02F1-0946,
USA1617,F1-2,THREE FIVE ZERO HEADING TWO ONE ZERO SPEED U S AIR SIXTEEN SEVENTEEN,6309.17,6312.53,L02F1-0947,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY IS A MILE FROM LONER CROSS LONER THREE THOUSAND     CLEARED I L S D M E TWO SEVEN APPROACH ONE SEVEN ZERO KNOTS TO RIPIT,6312.55,6317.94,L02F1-0948,
NWA46,F1-2,O K LONER AT THREE THOUSAND CLEARED FOR THE I L S TWO SEVEN APPROACH     NORTHWEST FORTY SIX HEAVY,6318.72,6323.24,L02F1-0949,
F1-2,USA1910,U S AIR NINETEEN TEN TURN LEFT HEADING TWO NINER ZERO SIX AND A HALF     MILES FROM LONER CROSS LONER THREE OR ABOVE CLEARED I L S D M E TWO SEVEN     APPROACH SPEED ONE SEVEN ZERO UNTIL RIPIT,6323.28,6330.18,L02F1-0950,
USA1910,F1-2,U S NINETEEN TEN CLEARED APPROACH TWO SEVEN WITH ALL THE REST,6330.53,6333.31,L02F1-0951,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,6334.1,6338.07,L02F1-0952,
NWA46,F1-2,FORTY SIX,6338.2,6339.0,L02F1-0953,
F1-2,NWA330,NORTHWEST THREE THIRTY DESCEND AND MAINTAIN FOUR THOUSAND,6339.27,6341.55,L02F1-0954,
NWA330,F1-2,FOUR THOUSAND NORTHWEST THREE THIRTY LEAVING SIX,6341.83,6344.46,L02F1-0955,
F1-2,N308EL,GULFSTREAM THREE ZERO EIGHT ECHO LIMA CONTACT THE TOWER ONE ONE NINER     POINT ONE GOOD DAY,6349.58,6352.93,L02F1-0956,
N308EL,F1-2,EIGHT ECHO LIMA A PLEASANT DAY SIR,6354.1,6355.73,L02F1-0957,
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN REDUCE SPEED FURTHER TO ONE SEVEN ZERO THEN     DESCEND AND MAINTAIN THREE THOUSAND,6356.22,6360.0,L02F1-0958,
USA1617,F1-2,ONE SEVEN ZERO THE SPEED THEN DOWN TO THREE THOUSAND FEET U S AIR SIXTEEN     SEVENTEEN,6360.92,6365.23,L02F1-0959,
F1-2,NWA330,NORTHWEST THREE THIRTY FLY HEADING ONE ZERO ZERO,6386.02,6388.19,L02F1-0960,
NWA330,F1-2,ONE HUNDRED NORTHWEST THREE THIRTY,6389.2,6390.97,L02F1-0961,
F1-2,ALL,ATTENTION ALL AIRCRAFT INFORMATION MIKE IS NOW CURRENT THE TEMPERATURE     DROPPED DOWN A WHOLE DEGREE TO EIGHTY EIGHT,6415.73,6420.19,L02F1-0962,TRANSMISSION WAS TO ALL AIRCRAFT ON THE FREQUENCY
UNK,F1-2,A COLD FRONT,6423.68,6424.62,L02F1-0963,
F1-2,UNK,YEAH,6425.13,6425.66,L02F1-0964,
F1-2,USA1617,U S SIXTEEN SEVENTEEN TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE     LOCALIZER,6428.29,6431.97,L02F1-0965,
USA1617,F1-2,O K TWO NINE ZERO INTERCEPT U S AIR SIXTEEN SEVENTEEN,6432.73,6435.76,L02F1-0966,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE SO     LONG,6435.94,6439.09,L02F1-0967,
NWA46,F1-2,SO LONG FOR NORTHWEST FORTY SIX,6439.18,6441.27,L02F1-0968,
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN IS FIVE FROM LONER CROSS LONER THREE THOUSAND     OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE SEVEN     ZERO KNOTS TIL RIPIT,6441.28,6448.36,L02F1-0969,
USA1617,F1-2,O K LONER AT THREE OR ABOVE CLEARED THE APPROACH ONE SEVENTY TO RIPIT U S     AIR SIXTEEN SEVENTEEN,6449.02,6453.41,L02F1-0970,
F1-2,NWA330,NORTHWEST THREE THIRTY TURN RIGHT HEADING ONE NINER ZERO,6472.1,6474.48,L02F1-0971,
NWA330,F1-2,ONE NINE ZERO NORTHWEST THREE THIRTY,6474.9,6476.78,L02F1-0972,
F1-2,NWA330,NORTHWEST THREE THIRTY TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT THE     LOCALIZER,6519.02,6522.0,L02F1-0973,
NWA330,F1-2,O K TWO FIFTY ON THE HEADING INTERCEPT THE LOCALIZER NORTHWEST THREE     THIRTY,6523.42,6527.77,L02F1-0974,
USA1910,F1-2,GOING TO SEND NINETEEN TEN OVER TO THE TOWER,6549.1,6550.9,L02F1-0975,
F1-2,NWA330,NORTHWEST THREE THIRTY IS FIVE FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH,6551.36,6556.01,L02F1-0976,
NWA330,F1-2,O K AH THREE THOUSAND UNTIL LONER I BELIEVE YOU SAID CLEARED FOR THE I L     S D M E TWO SEVEN NORTHWEST THREE THIRTY,6557.45,6566.19,L02F1-0977,
F1-2,USA1910,U S AIR NINETEEN TEN CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,6566.46,6569.26,L02F1-0978,
F1-2,USA1910,U S AIR NINETEEN TEN BOSTON,6573.29,6574.68,L02F1-0979,
TPS1090,F1-2,TRUMP TEN NINETY IS WITH YOU SIX AH FIFTY SEVEN HUNDRED FOR SIX NO FIVE     THOUSAND EXCUSE ME,6586.28,6590.55,L02F1-0980,
F1-2,TPS1090,TRUMP TEN NINETY BOSTON APPROACH ROGER FLY HEADING THREE FIVE ZERO,6590.47,6592.93,L02F1-0981,
TPS1090,F1-2,HEADING THREE FIVE ZERO TRUMP TEN NINETY,6593.21,6594.95,L02F1-0982,
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN CONTACT THE TOWER ONE ONE NINER POINT ONE,6640.74,6643.3,L02F1-0983,
USA1617,F1-2,U S AIR SIXTEEN SEVENTEEN,6643.39,6644.97,L02F1-0984,
F1-2,NWA330,NORTHWEST THREE THIRTY TRAFFIC WILL BE LANDING RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,6659.65,6663.46,L02F1-0985,
NWA330,F1-2,NORTHWEST THREE THIRTY ROGER,6664.15,6665.89,L02F1-0986,
F1-2,NWA330,NORTHWEST THREE THIRTY CONTACT THE TOWER ONE ONE NINER POINT ONE,6709.08,6711.7,L02F1-0987,
NWA330,F1-2,NINETEEN ONE YOU HAVE A NICE AFTERNOON,6712.42,6714.66,L02F1-0988,
F1-2,NWA330,THANKS YOU TOO,6714.73,6715.65,L02F1-0989,
F1-2,TPS1090,TRUMP TEN NINETY DESCEND AND MAINTAIN THREE THOUSAND,6727.53,6729.67,L02F1-0990,
TPS1090,F1-2,DOWN TO THREE THOUSAND TRUMP TEN NINETY,6729.82,6731.57,L02F1-0991,
F1-2,TPS1090,TRUMP TEN NINETY TURN LEFT HEADING THREE ZERO ZERO YOU (QUOTE RE,6772.42,6778.43,L02F1-0992,
TPS1090,F1-2,FLY HEADING THREE ZERO ZERO AND WE (QUOTE RE,6778.99,6782.37,L02F1-0993,
F1-3,TPS1090,TRUMP TEN NINETY CONTACT TOWER ONE ONE NINER POINT ONE,6939.71,6941.87,L02F1-0994,
TPS1090,F1-3,TRUMP TEN NINETY THANK YOU,6942.03,6943.21,L02F1-0995,
GAA465,F1-3,BOSTON APPROACH AH BIZEX FOUR SIXTY FIVE WITH YOU DESCENDING TO FOUR     THOUSAND,7076.12,7080.2,L02F1-0996,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE BOSTON APPROACH THANK YOU SAY HEADING,7081.05,7083.75,L02F1-0997,
GAA465,F1-3,(UNINTELLIGIBLE,7084.28,7085.85,L02F1-0998,
F1-3,GAA465,VERY GOOD THANK YOU,7085.96,7087.15,L02F1-0999,
PAA6540,F1-3,BOSTON APPROACH CLIPPER SIXTY FIVE FORTY AT FIVE THOUSAND,7087.28,7090.5,L02F1-1000,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY BOSTON APPROACH THANK YOU FLY HEADING OF AH ZERO     ONE ZERO MAINTAIN PRESENT SPEED,7090.69,7095.49,L02F1-1001,
PAA6540,F1-3,HEADING ZERO ONE ZERO CLIPPER SIXTY FIVE FORTY,7095.63,7098.37,L02F1-1002,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE TRAFFIC AH SEVEN TO EIGHT O (QUOTE CLOCK,7102.43,7114.35,L02F1-1003,
GAA465,F1-3,AH WILL REPORT HIM AS SOON AS WE HAVE HIM FOUR SIXTY FIVE,7114.42,7117.03,L02F1-1004,
GAA465,F1-3,APPROACH AH BIZEX AH FOUR SIXTY FIVE HAS TRAFFIC,7138.24,7142.04,L02F1-1005,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE ROGER FLY HEADING THREE SIX ZERO YOU CAN EXPECT THE     VISUAL TO FOLLOW,7142.42,7146.73,L02F1-1006,
GAA465,F1-3,HEADING THREE SIXTY AH FOUR SIXTY FIVE,7147.36,7149.57,L02F1-1007,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY TURN LEFT HEADING THREE SIX ZERO,7166.53,7169.6,L02F1-1008,
PAA6540,F1-3,THREE SIX ZERO SIXTY FIVE FORTY,7169.97,7172.12,L02F1-1009,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE TURN LEFT HEADING THREE FIVE ZERO,7185.2,7188.31,L02F1-1010,
GAA465,F1-3,THREE FIVE ZERO FOR BIZEX FOUR SIXTY FIVE,7188.78,7190.95,L02F1-1011,
F1-3,PAA6540,CLIPPER FIVE SIXTY FIVE FORTY DESCEND AND MAINTAIN THREE THOUSAND,7205.76,7209.03,L02F1-1012,
PAA6540,F1-3,SIXTY FIVE FORTY TO THREE THOUSAND,7209.82,7211.92,L02F1-1013,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY TRAFFIC TWO THIRTY AND FOUR MILES AT FOUR     THOUSAND FEET IS A SHORT SIX HE HAS YOU IN SIGHT HE (QUOTE LL,7217.31,7224.41,L02F1-1014,
PAA6540,F1-3,SIXTY FIVE FORTY,7224.83,7226.1,L02F1-1015,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE MAINTAIN VISUAL SEPARATION WITH THE SEVEN TWENTY     SEVEN AT THIS TIME TURN LEFT HEADING THREE TWO ZERO,7228.37,7234.25,L02F1-1016,
GAA465,F1-3,LEFT THREE TWO ZERO AND WE (QUOTE LL,7234.52,7237.85,L02F1-1017,
F1-3,GAA465,THANKS AND HE (QUOTE S,7237.84,7239.87,L02F1-1018,
GAA465,F1-3,IN SIGHT,7240.07,7240.75,L02F1-1019,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY TURN LEFT HEADING THREE THREE ZERO,7245.4,7248.33,L02F1-1020,
PAA6540,F1-3,THREE THREE ZERO SIXTY FIVE FORTY,7249.12,7251.13,L02F1-1021,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY TURN LEFT HEADING THREE ZERO ZERO INTERCEPT THE     LOCALIZER,7276.92,7280.74,L02F1-1022,
PAA6540,F1-3,HEADING THREE ZERO ZERO INTERCEPT THE LOCALIZER SIXTY FIVE FORTY,7281.63,7284.97,L02F1-1023,
F1-3,GAA465,BIZEX FOUR SIXTY FIVE CROSS TEN D M E AT OR ABOVE THREE THOUSAND CLEARED     VISUAL APPROACH RUNWAY TWO SEVEN FOLLOW THE SEVEN TWENTY SEVEN,7285.18,7292.26,L02F1-1024,
GAA465,F1-3,K TEN D M E AT OR ABOVE THREE THOUSAND AND AH WE (QUOTE LL,7292.36,7297.41,L02F1-1025,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY SEVEN MILES FROM RIPIT HEADING THREE ZERO ZERO     MAINTAIN THREE THOUSAND TIL ESTABLISHED ON THE LOCALIZER CLEARED I L S D M E     RUNWAY TWO SEVEN APPROACH SPEED ONE NINETY OR GREATER TO RIPIT,7299.76,7310.12,L02F1-1026,
PAA6540,F1-3,SIXTY FIVE FORTY AH ONE NINETY OR GREATER TO AH RIPIT,7312.15,7315.59,L02F1-1027,
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY YOU (QUOTE LL,7340.17,7346.03,L02F1-1028,
