FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT,cleaned_text,normalized_text
F1-1,NERA3727,NERA THIRTY SEVEN TWENTY SEVEN BOSTON ROGER NINE MILES FROM WAYNE CROSS     WAYNE THREE THOUSAND FEET OR ABOVE CLEARED I L S APPROACH RUNWAY TWO TWO     LEFT HOLD SHORT OF RUNWAY TWO SEVEN,1930.53,1936.87,L02F1-0324,,nera thirty seven twenty seven boston roger nine miles from wayne cross wayne three thousand feet or above cleared i l s approach runway two two left hold short of runway two seven,nera xxxx xxxx xxxx xxxx boston roger xxxx miles from wayne cross wayne xxxx xxxx feet or above cleared i l s approach runway xxx xxx left hold short of runway xxx xxxx
NERA3727,F1-1,CROSS WAYNE THREE OR ABOVE CLEARED FOR THE APPROACH HOLD SHORT OF TWO     SEVEN THIRTY SEVEN TWENTY SEVEN,1937.32,1941.92,L02F1-0325,,cross wayne three or above cleared for the approach hold short of two seven thirty seven twenty seven,cross wayne xxxx or above cleared for the approach hold short of xxx xxxx xxxx xxxx xxxx xxxx
F1-1,TPS1080,TRUMP TEN EIGHTY TURN LEFT HEADING THREE THREE ZERO AND DESCEND AND     MAINTAIN THREE THOUSAND,1943.43,1946.45,L02F1-0326,,trump ten eighty turn left heading three three zero and descend and maintain three thousand,trump xxx xxxx turn left heading xxxx xxxx xxxx and descend and maintain xxxx xxxx
TPS1080,F1-1,LEFT THREE THREE OH LEAVING FOUR FOR THREE TRUMP TEN EIGHTY,1946.71,1949.86,L02F1-0327,,left three three oh leaving four for three trump ten eighty,left xxxx xxxx oh leaving xxxx for xxxx trump xxx xxxx
F1-1,COA1072,CONTINENTAL TEN SEVENTY TWO TURN LEFT HEADING THREE SIX ZERO AND DESCEND     AND MAINTAIN THREE THOUSAND,1986.48,1989.81,L02F1-0328,,continental ten seventy two turn left heading three six zero and descend and maintain three thousand,continental xxx xxxx xxx turn left heading xxxx xxx xxxx and descend and maintain xxxx xxxx
COA1072,F1-1,DOWN TO THREE HEADING THREE SIXTY CONTINENTAL TEN SEVENTY TWO OUT OF FIVE,1990.42,1993.74,L02F1-0329,,down to three heading three sixty continental ten seventy two out of five,down to xxxx heading xxxx xxxx continental xxx xxxx xxx out of xxxx
F1-1,COA1072 TPS1080,THANKS TRUMP TEN EIGHTY TURN LEFT HEADING THREE ZERO ZERO YOU (QUOTE RE,1993.72,2001.02,L02F1-0330,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION,thanks trump ten eighty turn left heading three zero zero you quote re,thanks trump xxx xxxx turn left heading xxxx xxxx xxxx you quote re
TPS1080,F1-1,LEFT THREE HUNDRED CLEARED I L S D M E TWO SEVEN TWO TIL ESTABLISHED     TRUMP TEN EIGHTY,2001.35,2005.67,L02F1-0331,,left three hundred cleared i l s d m e two seven two til established trump ten eighty,left xxxx xxxx cleared i l s d m e xxx xxxx xxx til established trump xxx xxxx
F1-1,TPS1080,TRUMP TEN EIGHTY REDUCE NOW AND MAINTAIN A HUNDRED AND SEVENTY KNOTS TO     RIPIT PRESENTLY SEVEN IN TRAIL OF A HEAVY AIR BUS,2005.66,2010.49,L02F1-0332,,trump ten eighty reduce now and maintain a hundred and seventy knots to ripit presently seven in trail of a heavy air bus,trump xxx xxxx reduce now and maintain a xxxx and xxxx knots to ripit presently xxxx in trail of a heavy air bus
TPS1080,F1-1,ONE SEVENTY TO RIPIT TRUMP TEN EIGHTY,2011.04,2013.04,L02F1-0333,,one seventy to ripit trump ten eighty,xxx xxxx to ripit trump xxx xxxx
F1-1,COA1072,CONTINENTAL TEN SEVENTY TWO TURN LEFT HEADING THREE THREE ZERO,2040.33,2042.79,L02F1-0334,,continental ten seventy two turn left heading three three zero,continental xxx xxxx xxx turn left heading xxxx xxxx xxxx
COA1072,F1-1,THREE THREE ZERO CONTINENTAL TEN SEVENTY TWO,2043.76,2045.76,L02F1-0335,,three three zero continental ten seventy two,xxxx xxxx xxxx continental xxx xxxx xxx
F1-1,CFL2112,CARE TWENTY ONE TWELVE TURN RIGHT HEADING ZERO ONE ZERO,2046.09,2048.41,L02F1-0336,,care twenty one twelve turn right heading zero one zero,care xxxx xxx xxxx turn right heading xxxx xxx xxxx
CFL2112,F1-1,ZERO ONE ZERO CARE TWENTY ONE TWELVE,2048.65,2050.67,L02F1-0337,,zero one zero care twenty one twelve,xxxx xxx xxxx care xxxx xxx xxxx
F1-1,NERA3727,NERA THIRTY SEVEN TWENTY SEVEN CONTACT THE TOWER ONE ONE NINER POINT ONE     MAINTAIN AT LEAST A HUNDRED SEVENTY KNOTS TO LINDY,2062.96,2068.0,L02F1-0338,,nera thirty seven twenty seven contact the tower one one niner point one maintain at least a hundred seventy knots to lindy,nera xxxx xxxx xxxx xxxx contact the tower xxx xxx niner point xxx maintain at least a xxxx xxxx knots to lindy
F1-1,CFL2112,CARE TWENTY ONE TWELVE TRAFFIC AH TWO THIRTY THREE O (QUOTE CLOCK,2070.84,2074.55,L02F1-0340,,care twenty one twelve traffic ah two thirty three o quote clock,care xxxx xxx xxxx traffic ah xxx xxxx xxxx o quote clock
F1-1,TAP322,TRANS PORTUGAL THREE TWO TWO HEAVY BOSTON CONTACT BOSTON TOWER ONE ONE     NINER POINT ONE OVER,2076.63,2081.11,L02F1-0341,,trans portugal three two two heavy boston contact boston tower one one niner point one over,trans portugal xxxx xxx xxx heavy boston contact boston tower xxx xxx niner point xxx over
TAP322,F1-1,NINETEEN ONE SO LONG,2081.17,2082.19,L02F1-0342,,nineteen one so long,xxxx xxx so long
PCN3508,F1-1,BOSTON PRECISION THIRTY FIVE ZERO EIGHT WITH YOU FIVE THOUSAND,2083.96,2086.82,L02F1-0343,,boston precision thirty five zero eight with you five thousand,boston precision xxxx xxxx xxxx xxxx with you xxxx xxxx
F1-1,PCN3508,THIRTY FIVE ZERO EIGHT BOSTON ROGER,2087.05,2088.47,L02F1-0344,,thirty five zero eight boston roger,xxxx xxxx xxxx xxxx boston roger
F1-1,TPS1080,TRUMP TEN EIGHTY TRAFFIC LANDING TWO TWO LEFT WILL HOLD SHORT OF YOUR     RUNWAY CONTACT THE TOWER ONE ONE NINER POINT ONE,2091.02,2095.39,L02F1-0345,,trump ten eighty traffic landing two two left will hold short of your runway contact the tower one one niner point one,trump xxx xxxx traffic landing xxx xxx left will hold short of your runway contact the tower xxx xxx niner point xxx
TPS1080,F1-1,TRUMP TEN EIGHTY GOOD AFTERNOON,2095.65,2097.36,L02F1-0346,,trump ten eighty good afternoon,trump xxx xxxx good afternoon
F1-1,COA1072,CONTINENTAL TEN SEVENTY TWO TURN LEFT HEADING THREE ZERO ZERO AND     INTERCEPT THE LOCALIZER,2097.38,2100.86,L02F1-0347,,continental ten seventy two turn left heading three zero zero and intercept the localizer,continental xxx xxxx xxx turn left heading xxxx xxxx xxxx and intercept the localizer
COA1072,F1-1,THREE ZERO ZERO INTERCEPT CONTINENTAL TEN SEVENTY TWO,2100.94,2103.51,L02F1-0348,,three zero zero intercept continental ten seventy two,xxxx xxxx xxxx intercept continental xxx xxxx xxx
F1-1,CFL2112,CARE TWENTY ONE TWELVE TRAFFIC TO FOLLOW IS TWO O (QUOTE CLOCK,2103.59,2108.5,L02F1-0349,,care twenty one twelve traffic to follow is two o quote clock,care xxxx xxx xxxx traffic to follow is xxx o quote clock
CFL2112,F1-1,CARE TWENTY ONE TWELVE HAS THAT TRAFFIC SIR,2108.65,2110.25,L02F1-0350,,care twenty one twelve has that traffic sir,care xxxx xxx xxxx has that traffic sir
F1-1,CFL2112,CARE TWENTY ONE TWELVE DESCENT YOUR DISCRETION FOLLOW THAT TRAFFIC     CAUTION THE WAKE TURBULENCE,2110.25,2113.51,L02F1-0351,,care twenty one twelve descent your discretion follow that traffic caution the wake turbulence,care xxxx xxx xxxx descent your discretion follow that traffic caution the wake turbulence
CFL2112,F1-1,TWENTY ONE TWELVE ROGER,2114.03,2115.23,L02F1-0352,,twenty one twelve roger,xxxx xxx xxxx roger
F1-1,COA1072,CONTINENTAL TEN SEVENTY TWO TRAFFIC TEN O (QUOTE CLOCK,2115.29,2121.05,L02F1-0353,,continental ten seventy two traffic ten o quote clock,continental xxx xxxx xxx traffic xxx o quote clock
COA1072,F1-1,ROGER THAT HE (QUOTE S,2121.35,2124.05,L02F1-0354,,roger that he quote s,roger that he quote s
SKM61,F1-1,APPROACH SKY MAS- SIXTY ONE IS WITH YOU AT FOUR THOUSAND FEET HEADING ONE     SIX ZERO,2124.95,2128.39,L02F1-0355,,approach sky mas sixty one is with you at four thousand feet heading one six zero,approach sky mas xxxx xxx is with you at xxxx xxxx feet heading xxx xxx xxxx
F1-1,SKM61,MASTER SIXTY ONE BOSTON APPROACH ROGER,2128.41,2130.37,L02F1-0356,,master sixty one boston approach roger,master xxxx xxx boston approach roger
COA380,F1-1,APPROACH CONTINENTAL THREE EIGHTY EIGHT POINT FOR FIVE THOUSAND,2131.14,2133.86,L02F1-0357,,approach continental three eighty eight point for five thousand,approach continental xxxx xxxx xxxx point for xxxx xxxx
F1-1,COA380,CONTINENTAL THREE EIGHTY BOSTON APPROACH FLY HEADING ZERO TWO ZERO,2134.02,2136.48,L02F1-0358,,continental three eighty boston approach fly heading zero two zero,continental xxxx xxxx boston approach fly heading xxxx xxx xxxx
COA380,F1-1,ZERO TWO ZERO CONTINENTAL THREE EIGHTY,2136.56,2138.2,L02F1-0359,,zero two zero continental three eighty,xxxx xxx xxxx continental xxxx xxxx
F1-1,PCN3508,PRECISION THIRTY FIVE ZERO EIGHT DESCEND AND MAINTAIN TWO THOUSAND,2147.59,2149.79,L02F1-0360,,precision thirty five zero eight descend and maintain two thousand,precision xxxx xxxx xxxx xxxx descend and maintain xxx xxxx
PCN3508,F1-1,O K DOWN TO TWO THOUSAND PRECISION THIRTY FIVE ZERO EIGHT,2149.83,2151.94,L02F1-0361,,o k down to two thousand precision thirty five zero eight,o k down to xxx xxxx precision xxxx xxxx xxxx xxxx
F1-1,COA1072,CONTINENTAL TEN SEVENTY TWO TRAFFIC IS ELEVEN O (QUOTE CLOCK,2152.52,2155.49,L02F1-0362,,continental ten seventy two traffic is eleven o quote clock,continental xxx xxxx xxx traffic is xxxx o quote clock
COA1072,F1-1,O K AH CONTINENTAL TEN SEVENTY TWO LOOKING,2156.76,2159.82,L02F1-0363,,o k ah continental ten seventy two looking,o k ah continental xxx xxxx xxx looking
F1-1,COA1072,ACTUALLY CONTINENTAL TEN SEVENTY TWO HE (QUOTE S,2167.82,2174.93,L02F1-0364,,actually continental ten seventy two he quote s,actually continental xxx xxxx xxx he quote s
COA1072,F1-1,ALL RIGHT SIR OUT OF THREE THOUSAND CLEARED FOR THE APPROACH CONTINENTAL     TEN SEVENTY TWO,2175.46,2178.81,L02F1-0365,,all right sir out of three thousand cleared for the approach continental ten seventy two,all right sir out of xxxx xxxx cleared for the approach continental xxx xxxx xxx
F1-1,PCN3508,PRECISION THIRTY FIVE ZERO EIGHT YOU (QUOTE RE,2178.83,2183.27,L02F1-0366,,precision thirty five zero eight you quote re,precision xxxx xxxx xxxx xxxx you quote re
PCN3508,F1-1,THIRTY FIVE ZERO EIGHT LOOKING FOR TRAFFIC,2183.51,2185.27,L02F1-0367,,thirty five zero eight looking for traffic,xxxx xxxx xxxx xxxx looking for traffic
F1-1,PCN3508,THIRTY FIVE ZERO EIGHT FOLLOW THAT TRAFFIC TO RUNWAY TWO TWO LEFT AFTER     LANDING HOLD SHORT OF RUNWAY TWO SEVEN,2185.87,2189.78,L02F1-0368,,thirty five zero eight follow that traffic to runway two two left after landing hold short of runway two seven,xxxx xxxx xxxx xxxx follow that traffic to runway xxx xxx left after landing hold short of runway xxx xxxx
PCN3508,F1-1,O K WE (QUOTE RE,2190.01,2191.77,L02F1-0369,,o k we quote re,o k we quote re
F1-1,PCN3508,O K PRECISION THIRTY FIVE ZERO EIGHT ROGER MAINTAIN TWO THOUSAND PRESENT     HEADING,2191.73,2194.65,L02F1-0370,,o k precision thirty five zero eight roger maintain two thousand present heading,o k precision xxxx xxxx xxxx xxxx roger maintain xxx xxxx present heading
PCN3508,F1-1,THIRTY FIVE ZERO EIGHT TWO THOUSAND PRESENT HEADING,2194.82,2197.02,L02F1-0371,,thirty five zero eight two thousand present heading,xxxx xxxx xxxx xxxx xxx xxxx present heading
F1-1,AWE826,CACTUS EIGHT TWENTY SIX DESCEND AND MAINTAIN FOUR THOUSAND,2202.28,2204.51,L02F1-0372,,cactus eight twenty six descend and maintain four thousand,cactus xxxx xxxx xxx descend and maintain xxxx xxxx
F1-1,AWE826,CACTUS EIGHT TWENTY SIX BOSTON,2206.69,2208.12,L02F1-0373,,cactus eight twenty six boston,cactus xxxx xxxx xxx boston
F1-2,PCN3508,PRECISION THIRTY FIVE ZERO EIGHT TURN RIGHT HEADING ONE TWO ZERO,2236.32,2238.77,L02F1-0374,,precision thirty five zero eight turn right heading one two zero,precision xxxx xxxx xxxx xxxx turn right heading xxx xxx xxxx
PCN3508,F1-2,O K TURN TO ONE TWO ZERO PRECISION THIRTY FIVE ZERO EIGHT,2238.83,2241.81,L02F1-0375,,o k turn to one two zero precision thirty five zero eight,o k turn to xxx xxx xxxx precision xxxx xxxx xxxx xxxx
F1-2,AWE826,CACTUS EIGHT TWENTY SIX BOSTON,2241.79,2243.37,L02F1-0376,,cactus eight twenty six boston,cactus xxxx xxxx xxx boston
AWE826,F1-2,SIR EIGHT TWENTY SIX SIX THOUSAND,2243.78,2245.53,L02F1-0377,,sir eight twenty six six thousand,sir xxxx xxxx xxx xxx xxxx
F1-2,AWE826,CACTUS EIGHT TWENTY SIX FLY HEADING ONE ZERO ZERO DESCEND AND MAINTAIN     THREE THOUSAND,2245.49,2248.51,L02F1-0378,,cactus eight twenty six fly heading one zero zero descend and maintain three thousand,cactus xxxx xxxx xxx fly heading xxx xxxx xxxx descend and maintain xxxx xxxx
AWE826,F1-2,ONE ZERO ZERO DOWN TO THREE THOUSAND CACTUS EIGHT TWENTY SIX,2248.91,2251.57,L02F1-0379,,one zero zero down to three thousand cactus eight twenty six,xxx xxxx xxxx down to xxxx xxxx cactus xxxx xxxx xxx
F1-2,COA380,CONTINENTAL THREE EIGHTY REDUCE SPEED TO TWO ONE ZERO,2252.61,2254.64,L02F1-0380,,continental three eighty reduce speed to two one zero,continental xxxx xxxx reduce speed to xxx xxx xxxx
COA380,F1-2,CONTINENTAL THREE EIGHTY TWO TEN,2254.69,2256.36,L02F1-0381,,continental three eighty two ten,continental xxxx xxxx xxx xxx
F1-2,SKM61,SKY MASTER SIXTY ONE TURN RIGHT HEADING TWO ZERO ZERO DESCEND V F R TO     THREE THOUSAND THREE THOUSAND,2269.05,2273.75,L02F1-0382,,sky master sixty one turn right heading two zero zero descend v f r to three thousand three thousand,sky master xxxx xxx turn right heading xxx xxxx xxxx descend v f r to xxxx xxxx xxxx xxxx
SKM61,F1-2,OUT OF FOUR FOR THREE THOUSAND AND COMING RIGHT TO TWO ZERO ZERO SKY     MASTER SIXTY ONE,2274.52,2278.12,L02F1-0383,,out of four for three thousand and coming right to two zero zero sky master sixty one,out of xxxx for xxxx xxxx and coming right to xxx xxxx xxxx sky master xxxx xxx
USA1615,F1-2,APPROACH GOOD AFTERNOON U S AIR SIXTEEN FIFTEEN OUT OF EIGHT THOUSAND FOR     FIVE THOUSAND,2284.38,2288.74,L02F1-0384,,approach good afternoon u s air sixteen fifteen out of eight thousand for five thousand,approach good afternoon u s air xxxx xxxx out of xxxx xxxx for xxxx xxxx
F1-2,COA1072,CONTINENTAL TEN SEVENTY TWO CONTACT THE TOWER NINETEEN ONE,2288.76,2290.91,L02F1-0385,,continental ten seventy two contact the tower nineteen one,continental xxx xxxx xxx contact the tower xxxx xxx
COA1072,F1-2,CONTINENTAL TEN SEVENTY TWO,2291.36,2292.7,L02F1-0386,,continental ten seventy two,continental xxx xxxx xxx
F1-2,AWE826,CACTUS EIGHT TWENTY SIX TURN RIGHT HEADING ONE NINER ZERO,2293.1,2295.23,L02F1-0387,,cactus eight twenty six turn right heading one niner zero,cactus xxxx xxxx xxx turn right heading xxx niner xxxx
AWE826,F1-2,ONE NINER ZERO CACTUS EIGHT TWENTY SIX,2295.88,2297.86,L02F1-0388,,one niner zero cactus eight twenty six,xxx niner xxxx cactus xxxx xxxx xxx
F1-2,USA1615,U S AIR SIXTEEN FIFTEEN BOSTON (UNINTELLIGIBLE,2297.9,2300.46,L02F1-0389,,u s air sixteen fifteen boston unintelligible,u s air xxxx xxxx boston unintelligible
USA1615,F1-2,HEADING ZERO THREE ZERO U S AIR SIXTEEN FIFTEEN,2300.92,2303.31,L02F1-0390,,heading zero three zero u s air sixteen fifteen,heading xxxx xxxx xxxx u s air xxxx xxxx
F1-2,PCN3508,PRECISION THIRTY FIVE OH EIGHT TURN RIGHT HEADING TWO ONE ZERO,2303.42,2305.52,L02F1-0391,,precision thirty five oh eight turn right heading two one zero,precision xxxx xxxx oh xxxx turn right heading xxx xxx xxxx
PCN3508,F1-2,(UNINTELLIGIBLE,2305.73,2308.08,L02F1-0392,,unintelligible,unintelligible
F1-2,CFL2112,CARE TWENTY ONE TWELVE CONTACT THE TOWER NINETEEN ONE,2308.12,2309.93,L02F1-0393,,care twenty one twelve contact the tower nineteen one,care xxxx xxx xxxx contact the tower xxxx xxx
CFL2112,F1-2,NINETEEN ONE TWENTY ONE TWELVE,2310.11,2311.48,L02F1-0394,,nineteen one twenty one twelve,xxxx xxx xxxx xxx xxxx
F1-2,COA380,CONTINENTAL THREE EIGHTY TURN LEFT HEADING THREE FOUR ZERO DESCEND AND     MAINTAIN FOUR THOUSAND,2311.55,2314.7,L02F1-0395,,continental three eighty turn left heading three four zero descend and maintain four thousand,continental xxxx xxxx turn left heading xxxx xxxx xxxx descend and maintain xxxx xxxx
COA380,F1-2,THREE FOUR ZERO DOWN TO FOUR THOUSAND CONTINENTAL THREE EIGHTY,2314.76,2317.47,L02F1-0396,,three four zero down to four thousand continental three eighty,xxxx xxxx xxxx down to xxxx xxxx continental xxxx xxxx
F1-2,AWE826,CACTUS EIGHT TWENTY SIX REDUCE SPEED TO ONE SEVEN ZERO THEN MAINTAIN TWO     THOUSAND,2317.64,2320.72,L02F1-0397,,cactus eight twenty six reduce speed to one seven zero then maintain two thousand,cactus xxxx xxxx xxx reduce speed to xxx xxxx xxxx then maintain xxx xxxx
AWE826,F1-2,SLOW BACK ONE SEVEN ZERO THEN TWO THOUSAND CACTUS EIGHT TWENTY SIX,2321.27,2324.61,L02F1-0398,,slow back one seven zero then two thousand cactus eight twenty six,slow back xxx xxxx xxxx then xxx xxxx cactus xxxx xxxx xxx
F1-2,PCN3508,PRECISION THIRTY FIVE OH EIGHT VERIFY TWO TWO LEFT IN SIGHT,2325.34,2327.48,L02F1-0399,,precision thirty five oh eight verify two two left in sight,precision xxxx xxxx oh xxxx verify xxx xxx left in sight
F1-2,PCN3508,PRECISION THIRTY FIVE OH EIGHT VERIFY TWO TWO LEFT IN SIGHT,2330.44,2332.96,L02F1-0400,,precision thirty five oh eight verify two two left in sight,precision xxxx xxxx oh xxxx verify xxx xxx left in sight
PCN3508,F1-2,PRECISION THIRTY FIVE ZERO EIGHT TWO TWO LEFT IN SIGHT,2333.26,2335.38,L02F1-0401,,precision thirty five zero eight two two left in sight,precision xxxx xxxx xxxx xxxx xxx xxx left in sight
F1-2,PCN3508,PRECISION THIRTY FIVE OH EIGHT PROCEED INBOUND TWO TWO LEFT HOLD SHORT OF     TWO SEVEN,2335.35,2337.89,L02F1-0402,,precision thirty five oh eight proceed inbound two two left hold short of two seven,precision xxxx xxxx oh xxxx proceed inbound xxx xxx left hold short of xxx xxxx
PCN3508,F1-2,TWO TWO LEFT HOLD SHORT OF SEVEN PRECISION THIRTY FIVE ZERO EIGHT,2338.15,2340.66,L02F1-0403,,two two left hold short of seven precision thirty five zero eight,xxx xxx left hold short of xxxx precision xxxx xxxx xxxx xxxx
F1-2,COA380,CONTINENTAL THREE EIGHTY TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE     LOCALIZER TWO SEVEN,2340.75,2343.6,L02F1-0404,,continental three eighty turn left heading two niner zero intercept the localizer two seven,continental xxxx xxxx turn left heading xxx niner xxxx intercept the localizer xxx xxxx
COA380,F1-2,TWO NINE ZERO TO INTERCEPT THE LOCALIZER CONTINENTAL THREE EIGHTY,2343.72,2346.42,L02F1-0405,,two nine zero to intercept the localizer continental three eighty,xxx xxxx xxxx to intercept the localizer continental xxxx xxxx
F1-2,AWE826,CACTUS EIGHT TWENTY SIX TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT THE     LOCALIZER TWO SEVEN,2346.43,2349.68,L02F1-0406,,cactus eight twenty six turn right heading two five zero intercept the localizer two seven,cactus xxxx xxxx xxx turn right heading xxx xxxx xxxx intercept the localizer xxx xxxx
F1-2,USA1615,U S AIR SIXTEEN FIFTEEN REDUCE SPEED TO TWO ONE ZERO THEN MAINTAIN FOUR     THOUSAND,2353.95,2356.24,L02F1-0408,,u s air sixteen fifteen reduce speed to two one zero then maintain four thousand,u s air xxxx xxxx reduce speed to xxx xxx xxxx then maintain xxxx xxxx
USA1615,F1-2,(UNINTELLIGIBLE,2356.82,2359.55,L02F1-0409,,unintelligible,unintelligible
F1-2,PCN3508,PRECISION THIRTY FIVE OH EIGHT CONTACT TOWER NINETEEN ONE,2359.55,2361.45,L02F1-0410,,precision thirty five oh eight contact tower nineteen one,precision xxxx xxxx oh xxxx contact tower xxxx xxx
PCN3508,F1-2,NINETEEN ONE PRECISION THIRTY FIVE ZERO EIGHT,2361.49,2363.16,L02F1-0411,,nineteen one precision thirty five zero eight,xxxx xxx precision xxxx xxxx xxxx xxxx
F1-2,SKM61,SKY MASTER SIXTY ONE DESCEND V F R YOUR DISCRETION ADVISE TWO TWO LEFT IN     SIGHT,2363.09,2366.02,L02F1-0412,,sky master sixty one descend v f r your discretion advise two two left in sight,sky master xxxx xxx descend v f r your discretion advise xxx xxx left in sight
SKM61,F1-2,AND SKY MASTER SIXTY ONE HAS VISUAL ON TWO TWO LEFT,2366.69,2369.77,L02F1-0413,,and sky master sixty one has visual on two two left,and sky master xxxx xxx has visual on xxx xxx left
F1-2,SKM61,SKY MASTER SIXTY ONE PROCEED INBOUND TWO TWO LEFT HOLD SHORT OF TWO SEVEN,2369.7,2372.28,L02F1-0414,,sky master sixty one proceed inbound two two left hold short of two seven,sky master xxxx xxx proceed inbound xxx xxx left hold short of xxx xxxx
SKM61,F1-2,SKY MASTER SIXTY ONE INBOUND WE (QUOTE LL,2372.91,2376.48,L02F1-0415,,sky master sixty one inbound we quote ll,sky master xxxx xxx inbound we quote ll
